year,state,votes,candidate,party,short_state
1988,Florida,2618885,"Bush, George H.W.",Republican,FL
1988,Georgia,1081331,"Bush, George H.W.",Republican,GA
1988,Hawaii,158625,"Bush, George H.W.",Republican,HI
1988,Idaho,253881,"Bush, George H.W.",Republican,ID
1988,Illinois,2310939,"Bush, George H.W.",Republican,IL
1988,Indiana,1297763,"Bush, George H.W.",Republican,IN
1988,Iowa,545355,"Bush, George H.W.",Republican,IA
1988,Kansas,554049,"Bush, George H.W.",Republican,KS
1988,Kentucky,734281,"Bush, George H.W.",Republican,KY
1988,Louisiana,883702,"Bush, George H.W.",Republican,LA
1988,Maine,307131,"Bush, George H.W.",Republican,ME
1988,Maryland,876167,"Bush, George H.W.",Republican,MD
1988,Massachusetts,1194644,"Bush, George H.W.",Republican,MA
1988,Michigan,1965486,"Bush, George H.W.",Republican,MI
1988,Minnesota,962337,"Bush, George H.W.",Republican,MN
1988,Mississippi,557890,"Bush, George H.W.",Republican,MS
1988,Missouri,1084953,"Bush, George H.W.",Republican,MO
1988,Montana,190412,"Bush, George H.W.",Republican,MT
1988,Nebraska,398447,"Bush, George H.W.",Republican,NE
1988,Nevada,206040,"Bush, George H.W.",Republican,NV
1988,New Hampshire,281537,"Bush, George H.W.",Republican,NH
1988,New Jersey,1743192,"Bush, George H.W.",Republican,NJ
1988,New Mexico,270341,"Bush, George H.W.",Republican,NM
1988,New York,3081871,"Bush, George H.W.",Republican,NY
1988,North Carolina,1237258,"Bush, George H.W.",Republican,NC
1988,North Dakota,166559,"Bush, George H.W.",Republican,ND
1988,Ohio,2416549,"Bush, George H.W.",Republican,OH
1988,Oklahoma,678367,"Bush, George H.W.",Republican,OK
1988,Oregon,560126,"Bush, George H.W.",Republican,OR
1988,Pennsylvania,2300087,"Bush, George H.W.",Republican,PA
1988,Rhode Island,177761,"Bush, George H.W.",Republican,RI
1988,South Carolina,606443,"Bush, George H.W.",Republican,SC
1988,South Dakota,165415,"Bush, George H.W.",Republican,SD
1988,Tennessee,947233,"Bush, George H.W.",Republican,TN
1988,Texas,3036829,"Bush, George H.W.",Republican,TX
1988,Utah,428442,"Bush, George H.W.",Republican,UT
1988,Vermont,124331,"Bush, George H.W.",Republican,VT
1988,Virginia,1309162,"Bush, George H.W.",Republican,VA
1988,Washington,903835,"Bush, George H.W.",Republican,WA
1988,West Virginia,310065,"Bush, George H.W.",Republican,WV
1988,Wisconsin,1047499,"Bush, George H.W.",Republican,WI
1988,Wyoming,106867,"Bush, George H.W.",Republican,WY
1988,Washington DC,27590,"Bush, George H.W.",Republican,DC
1984,Alabama,551899,"Mondale, Walter",Democratic,AL
1984,Alaska,62007,"Mondale, Walter",Democratic,AK
1984,Arizona,333854,"Mondale, Walter",Democratic,AZ
1984,Arkansas,338646,"Mondale, Walter",Democratic,AR
1984,California,3922519,"Mondale, Walter",Democratic,CA
1984,Colorado,454974,"Mondale, Walter",Democratic,CO
1984,Connecticut,569597,"Mondale, Walter",Democratic,CT
1984,Delaware,101656,"Mondale, Walter",Democratic,DE
1984,Florida,1448816,"Mondale, Walter",Democratic,FL
1984,Georgia,706628,"Mondale, Walter",Democratic,GA
1984,Hawaii,147154,"Mondale, Walter",Democratic,HI
1984,Idaho,108510,"Mondale, Walter",Democratic,ID
1984,Illinois,2086499,"Mondale, Walter",Democratic,IL
1984,Indiana,841481,"Mondale, Walter",Democratic,IN
1984,Iowa,605620,"Mondale, Walter",Democratic,IA
1984,Kansas,333149,"Mondale, Walter",Democratic,KS
1984,Kentucky,539589,"Mondale, Walter",Democratic,KY
1984,Louisiana,651586,"Mondale, Walter",Democratic,LA
1984,Maine,214515,"Mondale, Walter",Democratic,ME
1984,Maryland,787935,"Mondale, Walter",Democratic,MD
1984,Massachusetts,1239606,"Mondale, Walter",Democratic,MA
1984,Michigan,1529638,"Mondale, Walter",Democratic,MI
1984,Minnesota,1036364,"Mondale, Walter",Democratic,MN
1984,Mississippi,352192,"Mondale, Walter",Democratic,MS
1984,Missouri,848583,"Mondale, Walter",Democratic,MO
1984,Montana,146742,"Mondale, Walter",Democratic,MT
1984,Nebraska,187866,"Mondale, Walter",Democratic,NE
1984,Nevada,91655,"Mondale, Walter",Democratic,NV
1984,New Hampshire,120395,"Mondale, Walter",Democratic,NH
1984,New Jersey,1261323,"Mondale, Walter",Democratic,NJ
1984,New Mexico,201769,"Mondale, Walter",Democratic,NM
1984,New York,3119609,"Mondale, Walter",Democratic,NY
1984,North Carolina,824287,"Mondale, Walter",Democratic,NC
1984,North Dakota,104429,"Mondale, Walter",Democratic,ND
1984,Ohio,1825440,"Mondale, Walter",Democratic,OH
1984,Oklahoma,385080,"Mondale, Walter",Democratic,OK
1984,Oregon,536479,"Mondale, Walter",Democratic,OR
1984,Pennsylvania,2228131,"Mondale, Walter",Democratic,PA
1984,Rhode Island,197106,"Mondale, Walter",Democratic,RI
1984,South Carolina,344470,"Mondale, Walter",Democratic,SC
1984,South Dakota,116113,"Mondale, Walter",Democratic,SD
1984,Tennessee,711714,"Mondale, Walter",Democratic,TN
1984,Texas,1949276,"Mondale, Walter",Democratic,TX
1984,Utah,155369,"Mondale, Walter",Democratic,UT
1984,Vermont,95730,"Mondale, Walter",Democratic,VT
1984,Virginia,796250,"Mondale, Walter",Democratic,VA
1984,Washington,807352,"Mondale, Walter",Democratic,WA
1984,West Virginia,328125,"Mondale, Walter",Democratic,WV
1984,Wisconsin,995847,"Mondale, Walter",Democratic,WI
1984,Wyoming,53370,"Mondale, Walter",Democratic,WY
1984,Washington DC,180408,"Mondale, Walter",Democratic,DC
1984,Alabama,872849,"Reagan, Ronald",Republican,AL
1984,Alaska,138377,"Reagan, Ronald",Republican,AK
1984,Arizona,681416,"Reagan, Ronald",Republican,AZ
1984,Arkansas,534774,"Reagan, Ronald",Republican,AR
1984,California,5467009,"Reagan, Ronald",Republican,CA
1984,Colorado,821818,"Reagan, Ronald",Republican,CO
1984,Connecticut,890877,"Reagan, Ronald",Republican,CT
1984,Delaware,152190,"Reagan, Ronald",Republican,DE
1984,Florida,2730350,"Reagan, Ronald",Republican,FL
1984,Georgia,1068722,"Reagan, Ronald",Republican,GA
1984,Hawaii,185050,"Reagan, Ronald",Republican,HI
1984,Idaho,297523,"Reagan, Ronald",Republican,ID
1984,Illinois,2707103,"Reagan, Ronald",Republican,IL
1984,Indiana,1377230,"Reagan, Ronald",Republican,IN
1984,Iowa,703088,"Reagan, Ronald",Republican,IA
1984,Kansas,677296,"Reagan, Ronald",Republican,KS
1984,Kentucky,822782,"Reagan, Ronald",Republican,KY
1984,Louisiana,1037299,"Reagan, Ronald",Republican,LA
1984,Maine,336500,"Reagan, Ronald",Republican,ME
1984,Maryland,879918,"Reagan, Ronald",Republican,MD
1984,Massachusetts,1310936,"Reagan, Ronald",Republican,MA
1984,Michigan,2251571,"Reagan, Ronald",Republican,MI
1984,Minnesota,1032603,"Reagan, Ronald",Republican,MN
1984,Mississippi,581477,"Reagan, Ronald",Republican,MS
1984,Missouri,1274188,"Reagan, Ronald",Republican,MO
1984,Montana,232450,"Reagan, Ronald",Republican,MT
1984,Nebraska,460054,"Reagan, Ronald",Republican,NE
1984,Nevada,188770,"Reagan, Ronald",Republican,NV
1984,New Hampshire,267051,"Reagan, Ronald",Republican,NH
1984,New Jersey,1933630,"Reagan, Ronald",Republican,NJ
1984,New Mexico,307101,"Reagan, Ronald",Republican,NM
1984,New York,3664763,"Reagan, Ronald",Republican,NY
1984,North Carolina,1346481,"Reagan, Ronald",Republican,NC
1984,North Dakota,200336,"Reagan, Ronald",Republican,ND
1984,Ohio,2678560,"Reagan, Ronald",Republican,OH
1984,Oklahoma,861530,"Reagan, Ronald",Republican,OK
1984,Oregon,685700,"Reagan, Ronald",Republican,OR
1984,Pennsylvania,2584323,"Reagan, Ronald",Republican,PA
1984,Rhode Island,212080,"Reagan, Ronald",Republican,RI
1984,South Carolina,615539,"Reagan, Ronald",Republican,SC
1984,South Dakota,200267,"Reagan, Ronald",Republican,SD
1984,Tennessee,990212,"Reagan, Ronald",Republican,TN
1984,Texas,3433428,"Reagan, Ronald",Republican,TX
1984,Utah,469105,"Reagan, Ronald",Republican,UT
1984,Vermont,135865,"Reagan, Ronald",Republican,VT
1984,Virginia,1337078,"Reagan, Ronald",Republican,VA
1984,Washington,1051670,"Reagan, Ronald",Republican,WA
1984,West Virginia,405483,"Reagan, Ronald",Republican,WV
1984,Wisconsin,1198800,"Reagan, Ronald",Republican,WI
1984,Wyoming,133241,"Reagan, Ronald",Republican,WY
1984,Washington DC,29009,"Reagan, Ronald",Republican,DC
1980,Alabama,636730,"Carter, Jimmy",Democratic,AL
1980,Alaska,41842,"Carter, Jimmy",Democratic,AK
1980,Arizona,246843,"Carter, Jimmy",Democratic,AZ
1980,Arkansas,398041,"Carter, Jimmy",Democratic,AR
1980,California,3083661,"Carter, Jimmy",Democratic,CA
1980,Colorado,367973,"Carter, Jimmy",Democratic,CO
1980,Connecticut,541732,"Carter, Jimmy",Democratic,CT
1980,Delaware,105754,"Carter, Jimmy",Democratic,DE
1980,Florida,1419475,"Carter, Jimmy",Democratic,FL
1980,Georgia,890733,"Carter, Jimmy",Democratic,GA
1980,Hawaii,135879,"Carter, Jimmy",Democratic,HI
1980,Idaho,110192,"Carter, Jimmy",Democratic,ID
1980,Illinois,1981413,"Carter, Jimmy",Democratic,IL
1980,Indiana,844197,"Carter, Jimmy",Democratic,IN
1980,Iowa,508672,"Carter, Jimmy",Democratic,IA
1980,Kansas,326150,"Carter, Jimmy",Democratic,KS
1980,Kentucky,616417,"Carter, Jimmy",Democratic,KY
1980,Louisiana,708453,"Carter, Jimmy",Democratic,LA
1980,Maine,220974,"Carter, Jimmy",Democratic,ME
1980,Maryland,726161,"Carter, Jimmy",Democratic,MD
1980,Massachusetts,1053802,"Carter, Jimmy",Democratic,MA
1980,Michigan,1661532,"Carter, Jimmy",Democratic,MI
1980,Minnesota,954174,"Carter, Jimmy",Democratic,MN
1980,Mississippi,429281,"Carter, Jimmy",Democratic,MS
1980,Missouri,931182,"Carter, Jimmy",Democratic,MO
1980,Montana,118032,"Carter, Jimmy",Democratic,MT
1980,Nebraska,166851,"Carter, Jimmy",Democratic,NE
1980,Nevada,66666,"Carter, Jimmy",Democratic,NV
1980,New Hampshire,108864,"Carter, Jimmy",Democratic,NH
1980,New Jersey,1147364,"Carter, Jimmy",Democratic,NJ
1980,New Mexico,167826,"Carter, Jimmy",Democratic,NM
1980,New York,2728372,"Carter, Jimmy",Democratic,NY
1980,North Carolina,875635,"Carter, Jimmy",Democratic,NC
1980,North Dakota,79189,"Carter, Jimmy",Democratic,ND
1980,Ohio,1752414,"Carter, Jimmy",Democratic,OH
1980,Oklahoma,402026,"Carter, Jimmy",Democratic,OK
1980,Oregon,456890,"Carter, Jimmy",Democratic,OR
1980,Pennsylvania,1937540,"Carter, Jimmy",Democratic,PA
1980,Rhode Island,198342,"Carter, Jimmy",Democratic,RI
1980,South Carolina,427560,"Carter, Jimmy",Democratic,SC
1980,South Dakota,103855,"Carter, Jimmy",Democratic,SD
1980,Tennessee,783051,"Carter, Jimmy",Democratic,TN
1980,Texas,1881147,"Carter, Jimmy",Democratic,TX
1980,Utah,124266,"Carter, Jimmy",Democratic,UT
1980,Vermont,81891,"Carter, Jimmy",Democratic,VT
1980,Virginia,752174,"Carter, Jimmy",Democratic,VA
1980,Washington,650193,"Carter, Jimmy",Democratic,WA
1980,West Virginia,367462,"Carter, Jimmy",Democratic,WV
1980,Wisconsin,981584,"Carter, Jimmy",Democratic,WI
1980,Wyoming,49427,"Carter, Jimmy",Democratic,WY
1980,Washington DC,130231,"Carter, Jimmy",Democratic,DC
1980,Alabama,654192,"Reagan, Ronald",Republican,AL
1980,Alaska,86112,"Reagan, Ronald",Republican,AK
1980,Arizona,529688,"Reagan, Ronald",Republican,AZ
1980,Arkansas,403164,"Reagan, Ronald",Republican,AR
1980,California,4524858,"Reagan, Ronald",Republican,CA
1980,Colorado,652264,"Reagan, Ronald",Republican,CO
1980,Connecticut,677210,"Reagan, Ronald",Republican,CT
1980,Delaware,111252,"Reagan, Ronald",Republican,DE
1980,Florida,2046951,"Reagan, Ronald",Republican,FL
1980,Georgia,654168,"Reagan, Ronald",Republican,GA
1980,Hawaii,130112,"Reagan, Ronald",Republican,HI
1980,Idaho,290699,"Reagan, Ronald",Republican,ID
1980,Illinois,2358049,"Reagan, Ronald",Republican,IL
1980,Indiana,1255656,"Reagan, Ronald",Republican,IN
1980,Iowa,676026,"Reagan, Ronald",Republican,IA
1980,Kansas,566812,"Reagan, Ronald",Republican,KS
1980,Kentucky,635274,"Reagan, Ronald",Republican,KY
1980,Louisiana,792853,"Reagan, Ronald",Republican,LA
1980,Maine,238522,"Reagan, Ronald",Republican,ME
1980,Maryland,680606,"Reagan, Ronald",Republican,MD
1980,Massachusetts,1057631,"Reagan, Ronald",Republican,MA
1980,Michigan,1915225,"Reagan, Ronald",Republican,MI
1980,Minnesota,873241,"Reagan, Ronald",Republican,MN
1980,Mississippi,441089,"Reagan, Ronald",Republican,MS
1980,Missouri,1074181,"Reagan, Ronald",Republican,MO
1980,Montana,206814,"Reagan, Ronald",Republican,MT
1980,Nebraska,419937,"Reagan, Ronald",Republican,NE
1980,Nevada,155017,"Reagan, Ronald",Republican,NV
1980,New Hampshire,221705,"Reagan, Ronald",Republican,NH
1980,New Jersey,1546557,"Reagan, Ronald",Republican,NJ
1980,New Mexico,250779,"Reagan, Ronald",Republican,NM
1980,New York,2893831,"Reagan, Ronald",Republican,NY
1980,North Carolina,915018,"Reagan, Ronald",Republican,NC
1980,North Dakota,193695,"Reagan, Ronald",Republican,ND
1980,Ohio,2206545,"Reagan, Ronald",Republican,OH
1980,Oklahoma,695570,"Reagan, Ronald",Republican,OK
1980,Oregon,571044,"Reagan, Ronald",Republican,OR
1980,Pennsylvania,2261872,"Reagan, Ronald",Republican,PA
1980,Rhode Island,154793,"Reagan, Ronald",Republican,RI
1980,South Carolina,441207,"Reagan, Ronald",Republican,SC
1980,South Dakota,198343,"Reagan, Ronald",Republican,SD
1980,Tennessee,787761,"Reagan, Ronald",Republican,TN
1980,Texas,2510705,"Reagan, Ronald",Republican,TX
1980,Utah,439687,"Reagan, Ronald",Republican,UT
1980,Vermont,94598,"Reagan, Ronald",Republican,VT
1980,Virginia,989609,"Reagan, Ronald",Republican,VA
1980,Washington,865244,"Reagan, Ronald",Republican,WA
1980,West Virginia,334206,"Reagan, Ronald",Republican,WV
1980,Wisconsin,1088845,"Reagan, Ronald",Republican,WI
1980,Wyoming,110700,"Reagan, Ronald",Republican,WY
1980,Washington DC,23313,"Reagan, Ronald",Republican,DC
1980,Alabama,16481,"Anderson, John",Independent,AL
1980,Alaska,11155,"Anderson, John",Independent,AK
1980,Arizona,76952,"Anderson, John",Independent,AZ
1980,Arkansas,22468,"Anderson, John",Independent,AR
1980,California,739833,"Anderson, John",Independent,CA
1980,Colorado,130633,"Anderson, John",Independent,CO
1980,Connecticut,171807,"Anderson, John",Independent,CT
1980,Delaware,16288,"Anderson, John",Independent,DE
1980,Florida,189692,"Anderson, John",Independent,FL
1980,Georgia,36055,"Anderson, John",Independent,GA
1980,Hawaii,32021,"Anderson, John",Independent,HI
1980,Idaho,27058,"Anderson, John",Independent,ID
1980,Illinois,346754,"Anderson, John",Independent,IL
1980,Indiana,111639,"Anderson, John",Independent,IN
1980,Iowa,115633,"Anderson, John",Independent,IA
1980,Kansas,68231,"Anderson, John",Independent,KS
1980,Kentucky,31127,"Anderson, John",Independent,KY
1980,Louisiana,26345,"Anderson, John",Independent,LA
1980,Maine,53327,"Anderson, John",Independent,ME
1980,Maryland,119537,"Anderson, John",Independent,MD
1980,Massachusetts,382539,"Anderson, John",Independent,MA
1980,Michigan,275223,"Anderson, John",Independent,MI
1980,Minnesota,174990,"Anderson, John",Independent,MN
1980,Mississippi,12036,"Anderson, John",Independent,MS
1980,Missouri,77920,"Anderson, John",Independent,MO
1980,Montana,29281,"Anderson, John",Independent,MT
1980,Nebraska,44993,"Anderson, John",Independent,NE
1980,Nevada,17651,"Anderson, John",Independent,NV
1980,New Hampshire,49693,"Anderson, John",Independent,NH
1980,New Jersey,234632,"Anderson, John",Independent,NJ
1980,New Mexico,29459,"Anderson, John",Independent,NM
1980,New York,467801,"Anderson, John",Independent,NY
1980,North Carolina,52800,"Anderson, John",Independent,NC
1980,North Dakota,23640,"Anderson, John",Independent,ND
1980,Ohio,254472,"Anderson, John",Independent,OH
1980,Oklahoma,38284,"Anderson, John",Independent,OK
1980,Oregon,112389,"Anderson, John",Independent,OR
1980,Pennsylvania,292921,"Anderson, John",Independent,PA
1980,Rhode Island,59819,"Anderson, John",Independent,RI
1980,South Carolina,14150,"Anderson, John",Independent,SC
1980,South Dakota,21431,"Anderson, John",Independent,SD
1980,Tennessee,35991,"Anderson, John",Independent,TN
1980,Texas,111613,"Anderson, John",Independent,TX
1980,Utah,30284,"Anderson, John",Independent,UT
1980,Vermont,31760,"Anderson, John",Independent,VT
1980,Virginia,95418,"Anderson, John",Independent,VA
1980,Washington,185073,"Anderson, John",Independent,WA
1980,West Virginia,31691,"Anderson, John",Independent,WV
1980,Wisconsin,160657,"Anderson, John",Independent,WI
1980,Wyoming,12072,"Anderson, John",Independent,WY
1980,Washington DC,16131,"Anderson, John",Independent,DC
1976,Alabama,659170,"Carter, Jimmy",Democratic,AL
1976,Alaska,44058,"Carter, Jimmy",Democratic,AK
1976,Arizona,295602,"Carter, Jimmy",Democratic,AZ
1976,Arkansas,499614,"Carter, Jimmy",Democratic,AR
1976,California,3742284,"Carter, Jimmy",Democratic,CA
1976,Colorado,460353,"Carter, Jimmy",Democratic,CO
1976,Connecticut,647895,"Carter, Jimmy",Democratic,CT
1976,Delaware,122596,"Carter, Jimmy",Democratic,DE
1976,Florida,1636000,"Carter, Jimmy",Democratic,FL
1976,Georgia,979409,"Carter, Jimmy",Democratic,GA
1976,Hawaii,147375,"Carter, Jimmy",Democratic,HI
1976,Idaho,126549,"Carter, Jimmy",Democratic,ID
1976,Illinois,2271295,"Carter, Jimmy",Democratic,IL
1976,Indiana,1014714,"Carter, Jimmy",Democratic,IN
1976,Iowa,619931,"Carter, Jimmy",Democratic,IA
1976,Kansas,430421,"Carter, Jimmy",Democratic,KS
1976,Kentucky,615717,"Carter, Jimmy",Democratic,KY
1976,Louisiana,661365,"Carter, Jimmy",Democratic,LA
1976,Maine,232279,"Carter, Jimmy",Democratic,ME
1976,Maryland,759612,"Carter, Jimmy",Democratic,MD
1976,Massachusetts,1429475,"Carter, Jimmy",Democratic,MA
1976,Michigan,1696714,"Carter, Jimmy",Democratic,MI
1976,Minnesota,1070440,"Carter, Jimmy",Democratic,MN
1976,Mississippi,381309,"Carter, Jimmy",Democratic,MS
1976,Missouri,998387,"Carter, Jimmy",Democratic,MO
1976,Montana,149259,"Carter, Jimmy",Democratic,MT
1976,Nebraska,233692,"Carter, Jimmy",Democratic,NE
1976,Nevada,92479,"Carter, Jimmy",Democratic,NV
1976,New Hampshire,147635,"Carter, Jimmy",Democratic,NH
1976,New Jersey,1444653,"Carter, Jimmy",Democratic,NJ
1976,New Mexico,201148,"Carter, Jimmy",Democratic,NM
1976,New York,3389558,"Carter, Jimmy",Democratic,NY
1976,North Carolina,927365,"Carter, Jimmy",Democratic,NC
1976,North Dakota,136078,"Carter, Jimmy",Democratic,ND
1976,Ohio,2011621,"Carter, Jimmy",Democratic,OH
1976,Oklahoma,532442,"Carter, Jimmy",Democratic,OK
1976,Oregon,490407,"Carter, Jimmy",Democratic,OR
1976,Pennsylvania,2328677,"Carter, Jimmy",Democratic,PA
1976,Rhode Island,227636,"Carter, Jimmy",Democratic,RI
1976,South Carolina,450825,"Carter, Jimmy",Democratic,SC
1976,South Dakota,147068,"Carter, Jimmy",Democratic,SD
1976,Tennessee,825879,"Carter, Jimmy",Democratic,TN
1976,Texas,2082319,"Carter, Jimmy",Democratic,TX
1976,Utah,182110,"Carter, Jimmy",Democratic,UT
1976,Vermont,81044,"Carter, Jimmy",Democratic,VT
1976,Virginia,813896,"Carter, Jimmy",Democratic,VA
1976,Washington,717323,"Carter, Jimmy",Democratic,WA
1976,West Virginia,435914,"Carter, Jimmy",Democratic,WV
1976,Wisconsin,1040232,"Carter, Jimmy",Democratic,WI
1976,Wyoming,62239,"Carter, Jimmy",Democratic,WY
1976,Washington DC,137818,"Carter, Jimmy",Democratic,DC
1976,Alabama,504070,"Ford, Gerald",Republican,AL
1976,Alaska,71555,"Ford, Gerald",Republican,AK
1976,Arizona,418642,"Ford, Gerald",Republican,AZ
1976,Arkansas,268753,"Ford, Gerald",Republican,AR
1976,California,3882244,"Ford, Gerald",Republican,CA
1976,Colorado,584367,"Ford, Gerald",Republican,CO
1976,Connecticut,719261,"Ford, Gerald",Republican,CT
1976,Delaware,109831,"Ford, Gerald",Republican,DE
1976,Florida,1469531,"Ford, Gerald",Republican,FL
1976,Georgia,483743,"Ford, Gerald",Republican,GA
1976,Hawaii,140003,"Ford, Gerald",Republican,HI
1976,Idaho,204151,"Ford, Gerald",Republican,ID
1976,Illinois,2364269,"Ford, Gerald",Republican,IL
1976,Indiana,1183958,"Ford, Gerald",Republican,IN
1976,Iowa,632863,"Ford, Gerald",Republican,IA
1976,Kansas,502752,"Ford, Gerald",Republican,KS
1976,Kentucky,531852,"Ford, Gerald",Republican,KY
1976,Louisiana,587446,"Ford, Gerald",Republican,LA
1976,Maine,236320,"Ford, Gerald",Republican,ME
1976,Maryland,672661,"Ford, Gerald",Republican,MD
1976,Massachusetts,1030276,"Ford, Gerald",Republican,MA
1976,Michigan,1893742,"Ford, Gerald",Republican,MI
1976,Minnesota,819395,"Ford, Gerald",Republican,MN
1976,Mississippi,366846,"Ford, Gerald",Republican,MS
1976,Missouri,927443,"Ford, Gerald",Republican,MO
1976,Montana,173703,"Ford, Gerald",Republican,MT
1976,Nebraska,359705,"Ford, Gerald",Republican,NE
1976,Nevada,101273,"Ford, Gerald",Republican,NV
1976,New Hampshire,185935,"Ford, Gerald",Republican,NH
1976,New Jersey,1509688,"Ford, Gerald",Republican,NJ
1976,New Mexico,211419,"Ford, Gerald",Republican,NM
1976,New York,3100791,"Ford, Gerald",Republican,NY
1976,North Carolina,741960,"Ford, Gerald",Republican,NC
1976,North Dakota,153470,"Ford, Gerald",Republican,ND
1976,Ohio,2000505,"Ford, Gerald",Republican,OH
1976,Oklahoma,545708,"Ford, Gerald",Republican,OK
1976,Oregon,492120,"Ford, Gerald",Republican,OR
1976,Pennsylvania,2205604,"Ford, Gerald",Republican,PA
1976,Rhode Island,181249,"Ford, Gerald",Republican,RI
1976,South Carolina,346140,"Ford, Gerald",Republican,SC
1976,South Dakota,151505,"Ford, Gerald",Republican,SD
1976,Tennessee,633969,"Ford, Gerald",Republican,TN
1976,Texas,1953300,"Ford, Gerald",Republican,TX
1976,Utah,337908,"Ford, Gerald",Republican,UT
1976,Vermont,102085,"Ford, Gerald",Republican,VT
1976,Virginia,836554,"Ford, Gerald",Republican,VA
1976,Washington,777732,"Ford, Gerald",Republican,WA
1976,West Virginia,314760,"Ford, Gerald",Republican,WV
1976,Wisconsin,1004987,"Ford, Gerald",Republican,WI
1976,Wyoming,92717,"Ford, Gerald",Republican,WY
1976,Washington DC,27873,"Ford, Gerald",Republican,DC
1972,Alabama,256923,"McGovern, George",Democratic,AL
1972,Alaska,32967,"McGovern, George",Democratic,AK
1972,Arizona,198540,"McGovern, George",Democratic,AZ
1972,Arkansas,198899,"McGovern, George",Democratic,AR
1972,California,3475847,"McGovern, George",Democratic,CA
1972,Colorado,329980,"McGovern, George",Democratic,CO
1972,Connecticut,555498,"McGovern, George",Democratic,CT
1972,Delaware,92283,"McGovern, George",Democratic,DE
1972,Florida,718117,"McGovern, George",Democratic,FL
1972,Georgia,289529,"McGovern, George",Democratic,GA
1972,Hawaii,101409,"McGovern, George",Democratic,HI
1972,Idaho,80826,"McGovern, George",Democratic,ID
1972,Illinois,1913472,"McGovern, George",Democratic,IL
1972,Indiana,708568,"McGovern, George",Democratic,IN
1972,Iowa,496206,"McGovern, George",Democratic,IA
1972,Kansas,270287,"McGovern, George",Democratic,KS
1972,Kentucky,371159,"McGovern, George",Democratic,KY
1972,Louisiana,298142,"McGovern, George",Democratic,LA
1972,Maine,160584,"McGovern, George",Democratic,ME
1972,Maryland,505781,"McGovern, George",Democratic,MD
1972,Massachusetts,1332540,"McGovern, George",Democratic,MA
1972,Michigan,1459435,"McGovern, George",Democratic,MI
1972,Minnesota,802346,"McGovern, George",Democratic,MN
1972,Mississippi,126782,"McGovern, George",Democratic,MS
1972,Missouri,698531,"McGovern, George",Democratic,MO
1972,Montana,120197,"McGovern, George",Democratic,MT
1972,Nebraska,169991,"McGovern, George",Democratic,NE
1972,Nevada,66016,"McGovern, George",Democratic,NV
1972,New Hampshire,116435,"McGovern, George",Democratic,NH
1972,New Jersey,1102211,"McGovern, George",Democratic,NJ
1972,New Mexico,141084,"McGovern, George",Democratic,NM
1972,New York,2951084,"McGovern, George",Democratic,NY
1972,North Carolina,438705,"McGovern, George",Democratic,NC
1972,North Dakota,100384,"McGovern, George",Democratic,ND
1972,Ohio,1558889,"McGovern, George",Democratic,OH
1972,Oklahoma,247147,"McGovern, George",Democratic,OK
1972,Oregon,392760,"McGovern, George",Democratic,OR
1972,Pennsylvania,1796951,"McGovern, George",Democratic,PA
1972,Rhode Island,194645,"McGovern, George",Democratic,RI
1972,South Carolina,189270,"McGovern, George",Democratic,SC
1972,South Dakota,139945,"McGovern, George",Democratic,SD
1972,Tennessee,357293,"McGovern, George",Democratic,TN
1972,Texas,1154291,"McGovern, George",Democratic,TX
1972,Utah,126284,"McGovern, George",Democratic,UT
1972,Vermont,68174,"McGovern, George",Democratic,VT
1972,Virginia,438887,"McGovern, George",Democratic,VA
1972,Washington,568334,"McGovern, George",Democratic,WA
1972,West Virginia,277435,"McGovern, George",Democratic,WV
1972,Wisconsin,810174,"McGovern, George",Democratic,WI
1972,Wyoming,44358,"McGovern, George",Democratic,WY
1972,Washington DC,127627,"McGovern, George",Democratic,DC
1972,Alabama,728701,"Nixon, Richard",Republican,AL
1972,Alaska,55349,"Nixon, Richard",Republican,AK
1972,Arizona,402812,"Nixon, Richard",Republican,AZ
1972,Arkansas,445751,"Nixon, Richard",Republican,AR
1972,California,4602096,"Nixon, Richard",Republican,CA
1972,Colorado,597189,"Nixon, Richard",Republican,CO
1972,Connecticut,810763,"Nixon, Richard",Republican,CT
1972,Delaware,140357,"Nixon, Richard",Republican,DE
1972,Florida,1857759,"Nixon, Richard",Republican,FL
1972,Georgia,881496,"Nixon, Richard",Republican,GA
1972,Hawaii,168865,"Nixon, Richard",Republican,HI
1972,Idaho,199384,"Nixon, Richard",Republican,ID
1972,Illinois,2788179,"Nixon, Richard",Republican,IL
1972,Indiana,1405154,"Nixon, Richard",Republican,IN
1972,Iowa,706207,"Nixon, Richard",Republican,IA
1972,Kansas,619812,"Nixon, Richard",Republican,KS
1972,Kentucky,676446,"Nixon, Richard",Republican,KY
1972,Louisiana,686852,"Nixon, Richard",Republican,LA
1972,Maine,256458,"Nixon, Richard",Republican,ME
1972,Maryland,829305,"Nixon, Richard",Republican,MD
1972,Massachusetts,1112078,"Nixon, Richard",Republican,MA
1972,Michigan,1961721,"Nixon, Richard",Republican,MI
1972,Minnesota,898269,"Nixon, Richard",Republican,MN
1972,Mississippi,505125,"Nixon, Richard",Republican,MS
1972,Missouri,1154058,"Nixon, Richard",Republican,MO
1972,Montana,183976,"Nixon, Richard",Republican,MT
1972,Nebraska,406298,"Nixon, Richard",Republican,NE
1972,Nevada,115750,"Nixon, Richard",Republican,NV
